,Movie Id,Genre,Release Date,Rating,Summary,Shooting Location,Budget in USD,Awards,Popular
67,XBFXNVXLD,Fantasy,03/10/2010,8.441764502,A young inventor builds a time machine and embarks on a journey through history to save the future.,Tokyo,49134160.48,2,0
61,VPVRQGRPZ,Fantasy,20/03/2005,8.519539011,"When a priceless artifact is stolen from a museum, a master thief is hired to retrieve it at any cost.",Sydney,39452941.48,2,0
14,DDZBTHXXY,Fantasy,28/01/2017,9.969991701,"When a deadly virus spreads across the globe, a team of scientists races against time to develop a cure before humanity is wiped out.",Paris,61893421.21,1,0
96,FDRACOXGY,Fantasy,10/03/2015,8.037161312,"When a global conspiracy threatens to unravel society, a lone hacker must expose the truth before it's too late.",Los Angeles,15145,1,1
4,SPLHNNYVJ,Horror,22/08/2015,7.924920458,A forbidden love blossoms between a vampire and a mortal in a world where supernatural beings are shunned by society.,Tokyo,26065073.66,1,1
67,BZEAPUGBJ,Fantasy,17/12/1991,7.516408044,A young inventor builds a time machine and embarks on a journey through history to save the future.,Paris,76598407.67,1,0
11,YGGOPUMJT,Science Fiction,14/07/1992,7.335285759,A group of friends embark on a hilarious road trip filled with misadventures and unexpected discoveries.,Los Angeles,47262131.78,1,0
86,ROYRSLXLG,Drama,26/09/1995,9.265794596,A renowned pianist grapples with the loss of his hearing as he prepares for his final performance.,London,76178577.08,0,0
77,EDAMLZRBL,Sports,21/12/2012,5.444909886,A suspenseful horror film that will leave you on the edge of your seat.,Paris,83949071.76,0,0
75,UTFIWHCBO,Musical,19/03/2016,8.226024859,A high-stakes heist movie where a team of skilled criminals plan and execute a daring robbery.,Toronto,45297408.73,1,0
56,NTNQSUUMO,Mystery,28/09/2011,8.872119688,"In a world where dreams are harvested for profit, a young dreamweaver rebels against the system to reclaim her freedom.",Los Angeles,68820981.09,2,0
16,WUYSPFKZZ,Sports,26/02/1998,3.043623525,A down-on-their-luck athlete gets a second chance at glory when they're recruited for a ragtag team with championship aspirations.,Los Angeles,49695451.44,0,0
24,DOQGQSCDK,Musical,25/10/2017,8.42905296,A group of talented singers compete for a life-changing opportunity in a nationwide singing competition.,Sydney,38477368.03,2,0
29,CQNIFGDQF,Adventure,04/12/2007,7.337794878,"In a world where dragons roam the skies, a young dragon rider must unite the kingdoms against a common enemy.",Paris,35843377.21,1,0
21,WBTRLMWJJ,Adventure,20/07/1991,8.514183198,"In a post-apocalyptic world overrun by zombies, a group of survivors must band together to find sanctuary and rebuild civilization.",Tokyo,150625752,2,0
25,HAHZZOJTF,Thriller,02/09/2002,9.862309141,"In a world ruled by machines, a lone rebel fights to free humanity from its cybernetic overlords.",New York,34983497.6,2,0
80,YRGXRDTXD,Fantasy,15/05/2003,9.317035807,A group of social media influencers trapped on a deserted island must learn to survive and work together without their usual luxuries.,Sydney,71762060.13,2,0
60,YWRPVBVBE,Foreign,10/05/1982,8.76470166,A coming-of-age story that explores the power of friendship and self-discovery.,Los Angeles,19452018.88,2,0
61,ANWCQROQL,Fantasy,23/01/1988,8.72390146,"When a priceless artifact is stolen from a museum, a master thief is hired to retrieve it at any cost.",Tokyo,25147184.18,0,0
83,DVODMACTM,Western,12/12/2000,6.639727231,This historical drama explores the pivotal events that led to the American Revolution.,London,48878194.39,0,0
33,YUVMVJUCR,Science Fiction,28/02/2014,7.636310137,A disgraced former soldier is recruited by a secret organization to stop a terrorist threat that could plunge the world into chaos.,Sydney,27728326.5,1,0
32,HTCTLAUZK,War,18/06/1994,9.100436764,A group of World War II veterans reunite decades later to share their stories and commemorate their fallen comrades.,Paris,64084186.93,2,0
100,XEUKMAXXH,Animation,31/05/1989,9.501162691,A group of animals embark on a daring rescue mission to save their friend from a ruthless animal control officer.,Tokyo,48466981.55,1,0
70,AGCWWKRAO,Comedy,08/05/1985,9.480153306,"A talented chef travels the world, collecting culinary inspirations and sharing their passion for food with others.",Toronto,8735640.858,1,0
85,SDWCWUOZP,Drama,03/06/2005,9.210509881,"When a mysterious artifact is unearthed in the desert, an archaeologist embarks on a perilous journey to unlock its ancient secrets.",Tokyo,68375346.14,2,1
31,QXPDCGMBF,Adventure,12/12/2011,7.915216247,A group of survivors must navigate a treacherous landscape filled with monsters and mutants to reach safety.,Tokyo,20539503.26,1,1
13,QXJTBBJNV,Foreign,27/01/1998,9.669363964,A heartwarming story about a dog who brings joy and companionship to a lonely widower.,New York,84989795.78,2,0
71,KULGXEBMP,Foreign,19/09/2018,9.428948046,A captivating story of forbidden love between a young woman and a member of the royal family.,New York,39928188.55,1,0
56,SKKILYEUV,Mystery,19/04/1994,7.341823532,"In a world where dreams are harvested for profit, a young dreamweaver rebels against the system to reclaim her freedom.",Sydney,66804692.24,0,0
24,MNPJNWDBL,Musical,12/01/1998,5.547958726,A group of talented singers compete for a life-changing opportunity in a nationwide singing competition.,Sydney,70913871.22,0,0
79,KPTLFAJAR,Crime,03/03/2008,8.693116446,"A cunning art thief plans their most daring heist yet, targeting a priceless artifact from a heavily guarded museum.",London,55172473.08,2,0
41,MKWBVILEB,Action,18/08/1983,9.832880079,"When a powerful artifact is stolen from a museum, a team of experts must track down the thief before it falls into the wrong hands.",Toronto,22415094.96,2,1
18,VYSXLWBVQ,Action,31/05/2011,8.514809404,"When a group of astronauts crash-lands on a distant planet, they must fight for survival against the planet's hostile inhabitants.",Los Angeles,13786454.17,2,1
40,ZLZYYWGSG,Fantasy,12/10/1992,7.414639825,A coming-of-age story about a young woman who discovers her family's magical heritage.,New York,65890638.45,1,1
54,DNJKLTIPK,Romance,30/03/1984,9.934478378,"A shy bookstore owner finds love with a charming customer, but their happiness is threatened by a mysterious illness.",Sydney,148113170,1,0
79,QPYBZZJJZ,Crime,29/05/1984,8.563328289,"A cunning art thief plans their most daring heist yet, targeting a priceless artifact from a heavily guarded museum.",New York,25696427.24,2,1
11,YCJJFUSOM,Science Fiction,19/02/2013,7.658098133,A group of friends embark on a hilarious road trip filled with misadventures and unexpected discoveries.,New York,58388720.89,1,1
38,AKDBAKSIM,Musical,12/08/2014,8.469943543,A heartwarming documentary film about a group of individuals who are making a positive impact on the world.,New York,88723184.76,1,1
93,CHWXLFTTW,Thriller,22/09/2001,8.966233478,"A group of astronauts embarks on a mission to explore a distant planet, but they soon discover they are not alone.",Sydney,47785424.12,1,0
1,SWNJDCFDI,Thriller,03/04/1997,8.560032139,A thrilling survival story about a group of people stranded in a dangerous situation and their fight for survival.,Toronto,31308077.69,0,0
95,WTQTVNGBS,Science Fiction,11/02/2009,9.29809458,A time-traveling detective must solve a series of murders spanning decades to prevent a catastrophic event that threatens the fabric of reality.,Sydney,4056482.217,1,0
44,INBNCSXXB,Horror,30/05/1981,4.279676826,A group of college students get more than they bargained for when they spend a weekend at a haunted house.,London,73648140.48,0,0
88,DISKVWYQU,Fantasy,09/07/2001,8.335662546,A team of explorers ventures into the depths of the ocean to uncover ancient ruins and unlock the secrets of the past.,Tokyo,61095181,1,0
24,WEISXYEKP,Musical,28/04/2006,9.895239616,A group of talented singers compete for a life-changing opportunity in a nationwide singing competition.,Paris,67121383.85,2,1
67,DQVTZNRWN,Fantasy,21/10/2015,8.627217192,A young inventor builds a time machine and embarks on a journey through history to save the future.,Toronto,12450080.91,0,0
82,ALUFUNRHR,Drama,16/11/1983,8.597955391,A high-powered lawyer takes on a seemingly unwinnable case to defend a client accused of a shocking crime.,Paris,54707473.4,2,0
3,WFAYCPDVA,Science Fiction,11/11/1981,7.334129959,A group of misfit heroes must band together to stop a villainous plot that threatens to unleash chaos upon the world.,Tokyo,12780640.73,0,0
76,YIWMZXHDF,Comedy,15/02/2011,7.631992809,A heartwarming coming-of-age story about a young person navigating the challenges and triumphs of adolescence.,Los Angeles,10135348.14,0,0
35,NPMUSNWOM,Comedy,06/01/2010,8.668722935,"A disgraced chef sets out on a road trip to open a new food truck, reconnecting with his estranged son along the way.",London,66797888.12,1,1
86,YJDDEZFRQ,Drama,16/10/1994,9.457791826,A renowned pianist grapples with the loss of his hearing as he prepares for his final performance.,London,72348731.01,2,0
61,FQFLEXKEH,Fantasy,18/02/1994,8.865857965,"When a priceless artifact is stolen from a museum, a master thief is hired to retrieve it at any cost.",New York,49744748.44,1,0
69,FOYPQSQHA,Thriller,18/04/1986,9.153602467,A suspenseful thriller about a family trapped in their own home by a dangerous intruder.,Tokyo,13523304.68,2,1
87,MBWAEGZPL,History,28/07/2014,8.850285643,A group of musicians from different backgrounds form a band and find success through their unique blend of musical styles.,New York,67691513.34,1,0
43,JAVUDFRYF,Science Fiction,17/06/2016,3.323156231,"A group of scientists develop a revolutionary new technology that could change the world, but face ethical dilemmas in its application.",Paris,10526117.7,0,0
32,NPRHZCVZS,War,25/11/1995,9.935713181,A group of World War II veterans reunite decades later to share their stories and commemorate their fallen comrades.,Paris,52968291.61,1,1
11,XFYVCCXBK,Science Fiction,16/02/2000,7.522748345,A group of friends embark on a hilarious road trip filled with misadventures and unexpected discoveries.,Tokyo,66325881.95,1,0
84,JAXYPWSAS,Mystery,15/11/1994,9.593700223,"A young orphan discovers a magical world hidden within her own imagination, where she must confront her deepest fears to save the kingdom from darkness.",Toronto,64504898.62,2,0
10,VCAKGRAIY,Fantasy,10/08/2009,7.996915305,"In a world where magic is forbidden, a young sorceress must harness her hidden powers to save her homeland from destruction.",Paris,64344154.19,0,0
54,YAXEVWYLP,Romance,30/08/1997,8.402320035,"A shy bookstore owner finds love with a charming customer, but their happiness is threatened by a mysterious illness.",Sydney,4342868.553,2,1
37,AXAZLSMXH,Documentary,19/02/2013,5.812641866,"A historical drama depicting a pivotal moment in a nation's history, seen through the eyes of ordinary people caught in the midst of extraordinary events.",London,81304652.91,0,0
28,ZQKKUAXQW,Drama,22/05/2018,6.398583886,A talented young musician struggles to overcome her stage fright and achieve her dreams.,New York,43919644.44,0,0
2,HCCBUIZLY,Fantasy,01/03/2003,6.831884839,A legendary swordsman embarks on a quest to avenge his fallen master and restore honor to his name.,London,13358668.66,0,0
27,LDHXZNXXQ,Animation,03/06/1994,7.036185904,A high-octane action movie with stunning visuals and jaw-dropping stunts.,Tokyo,45353589.58,0,0
83,GJNYDBPPO,Western,13/08/1992,9.687127021,This historical drama explores the pivotal events that led to the American Revolution.,Tokyo,45213980.13,1,0
89,CNIFPEFCQ,Family,12/11/1989,9.121140632,A suspenseful crime thriller that follows a detective unraveling a complex mystery.,Paris,64166707.99,2,0
23,MBPAFCVTC,Romance,05/11/1993,8.585244075,A thought-provoking film that explores the meaning of life and the human condition.,Los Angeles,22384043.77,2,0
53,IZLGYVDYN,Animation,25/11/2014,8.563588195,A captivating musical film that will transport you with its stunning visuals and powerful music.,Sydney,24755117.29,1,1
51,JQFRKVHNL,Mystery,12/11/1989,8.776663534,A series of seemingly unrelated events leads a group of strangers to discover a hidden conspiracy that threatens their lives.,Los Angeles,7951943.682,1,0
46,PNNIXGQUS,Drama,22/11/2020,3.065320805,"A documentary film that sheds light on a social or environmental issue, raising awareness and sparking important conversations.",Tokyo,11105192.08,0,0
20,FXTTQSOTI,Comedy,16/01/1992,7.908983539,A bumbling office worker accidentally becomes a social media sensation with hilarious consequences.,London,38225634.42,1,0
53,ZREUGKFMF,Animation,06/07/2018,8.427398108,A captivating musical film that will transport you with its stunning visuals and powerful music.,Sydney,48839124.63,1,1
29,ZIWEXDTGO,Adventure,15/03/1984,3.640364561,"In a world where dragons roam the skies, a young dragon rider must unite the kingdoms against a common enemy.",New York,81080921.69,0,0
67,HBJEKGTOK,Fantasy,22/12/2020,9.149311716,A young inventor builds a time machine and embarks on a journey through history to save the future.,Los Angeles,63750215.73,2,1
35,SFPNZYVCQ,Comedy,05/05/2013,3.231575964,"A disgraced chef sets out on a road trip to open a new food truck, reconnecting with his estranged son along the way.",Los Angeles,89191168.16,0,0
